09:54:52.161  The AudioContext was not allowed to start. It must be resumed (or created) after a user gesture on the page. https://developer.chrome.com/blog/autoplay/#web_audio
eval @ webpack-internal:///…ationContext.tsx:67
09:55:21.481  [CallModal] Audio loadeddata event for cmeumah180000kuygq63oa1qx
09:55:21.481  [CallModal] Audio loadeddata event for cmeumah180000kuygq63oa1qx
09:55:21.481  [CallModal] Audio can play for cmeumah180000kuygq63oa1qx
09:55:21.481  [CallModal] Audio canplay event for cmeumah180000kuygq63oa1qx
09:55:21.481  [CallModal] Audio canplay event for cmeumah180000kuygq63oa1qx
09:55:21.481  [CallModal] Audio is playing for cmeumah180000kuygq63oa1qx
09:55:21.481  [CallModal] ✅ Audio playing immediately for participant cmeumah180000kuygq63oa1qx
09:55:21.481  [CallModal] ✅ Audio playing immediately for participant cmeumah180000kuygq63oa1qx
09:55:21.482  [CallModal] ✅ Audio playing immediately for participant cmeumah180000kuygq63oa1qx
09:55:21.482  [CallModal] ✅ Audio playing immediately for participant cmeumah180000kuygq63oa1qx
09:55:21.482  [CallModal] ✅ Audio playing immediately for participant cmeumah180000kuygq63oa1qx
09:55:21.482  [useCallPerformance] Network metrics: Object
09:55:21.484  ChatSidebar: Group conversation cmfbwdnf60000kuzg41ovkra2 (New Group) - members: 3
09:55:21.484  ChatSidebar: Filtered 5 -> 5 conversations
09:55:21.484  ChatSidebar: Final conversation list: Array(5)
09:55:21.485  🏠 ChatWindow mounted/re-rendered with conversationId: cmfbwdnf60000kuzg41ovkra2
09:55:21.485  Updated online status for user cmeifn5qp002dkunge64m0xss in conversation cmew64hqq0008kud8i3zywuwd
09:55:21.485  Updated online status for user cmeifn5qp002dkunge64m0xss in conversation cmeifnahq003ekungumhkl6ux
09:55:21.485  🏠 ChatWindow mounted/re-rendered with conversationId: cmfbwdnf60000kuzg41ovkra2
09:55:21.487  [CallModal] Rendered - voice call opened
09:55:21.487  [CallModal] Rendered - voice call opened
09:55:21.487  [VoiceParticipant] Zber Samolde voice activity debug: Object
09:55:21.487  [VoiceParticipant] Zber Samolde voice activity debug: Object
09:55:21.487  [VoiceParticipant] Tester2 voice activity debug: Object
09:55:21.487  [VoiceParticipant] Tester2 voice activity debug: Object
09:55:21.489  [CallModal] 🔊 Setting up audio element for participant cmeifn5qp002dkunge64m0xss
09:55:21.489  [CallModal] Stream details: Object
09:55:21.489  [CallModal] Previous audio element for cmeifn5qp002dkunge64m0xss: false
09:55:21.490  [CallModal] Cleared previous srcObject for cmeifn5qp002dkunge64m0xss
09:55:21.490  [CallModal] 🔊 Setting up audio element for participant cmeumah180000kuygq63oa1qx
09:55:21.490  [CallModal] Stream details: Object
09:55:21.490  [CallModal] Previous audio element for cmeumah180000kuygq63oa1qx: false
09:55:21.490  [CallModal] Cleared previous srcObject for cmeumah180000kuygq63oa1qx
09:55:21.492  [useCallPerformance] No valid network data yet, assuming good quality
09:55:21.687  ChatSidebar: Conversations updated, count: 5
09:55:21.688  ChatSidebar: Latest conversation: cmfbwdnf60000kuzg41ovkra2 last message: cmfbwdrdu0005kuzg140h6ho6
09:55:21.688  [VoiceActivity] Effect triggered: Object
09:55:21.688  [VoiceActivity] Initializing for stream: a462a5f8-a59b-4022-9796-2f77c5886428 with 1 audio tracks
09:55:21.688  [VoiceActivity] Effect triggered: Object
09:55:21.688  [VoiceActivity] Initializing for stream: d8bce5f7-eb26-4e97-99e9-89bf0617b17e with 1 audio tracks
09:55:21.688  [CallModal] Initialized active participants (excluding self): Array(2)
09:55:21.689  [useCallPerformance] Connection states: Array(2)
09:55:21.689  [useCallPerformance] Starting monitoring for 2 valid connections
09:55:21.689  [CallModal] 🔍 Connection verification:
09:55:21.689  [CallModal] - Expected participants: Array(2)
09:55:21.689  [CallModal] - Active connections: Array(2)
09:55:21.689  [CallModal] ✅ All expected WebRTC connections are active
09:55:21.689  🔄 ChatWindow: Conversation participants count: 3
09:55:21.689  🔄 ChatWindow: Participants: Array(3)
09:55:21.689  [VoiceActivity] Effect triggered: Object
09:55:21.689  [VoiceActivity] Initializing for stream: a462a5f8-a59b-4022-9796-2f77c5886428 with 1 audio tracks
09:55:21.689  [VoiceActivity] Effect triggered: Object
09:55:21.689  [VoiceActivity] Initializing for stream: d8bce5f7-eb26-4e97-99e9-89bf0617b17e with 1 audio tracks
09:55:21.690  🏠 ChatWindow mounted/re-rendered with conversationId: cmfbwdnf60000kuzg41ovkra2
09:55:21.690  🏠 ChatWindow mounted/re-rendered with conversationId: cmfbwdnf60000kuzg41ovkra2
09:55:21.691  [CallModal] Rendered - voice call opened
09:55:21.691  [CallModal] Rendered - voice call opened
09:55:21.692  [VoiceParticipant] Zber Samolde voice activity debug: Object
09:55:21.692  [VoiceParticipant] Zber Samolde voice activity debug: Object
09:55:21.692  [VoiceParticipant] Tester2 voice activity debug: Object
09:55:21.692  [VoiceParticipant] Tester2 voice activity debug: Object
09:55:21.694  [CallModal] 🔊 Setting up audio element for participant cmeifn5qp002dkunge64m0xss
09:55:21.694  [CallModal] Stream details: Object
09:55:21.694  [CallModal] Previous audio element for cmeifn5qp002dkunge64m0xss: false
